jsonl_line	id	idx	finish_reason	output_len	reasons	evidence
389833	sample_5927	5927	stop	6582	stray_token_坨	...ooden spoon. “It’s a technique. I call it ‘the al dente surprise.’” “坨了,” she muttered under her breath, then caught herself. “Sorry. That’s Chinese for ‘mushy.’ I’m Maya.” “Leo. And you c...
389931	sample_6166	6166	stop	3893	stray_token_坨	...kuha. And I was too proud, too scared, too stupid to be that person. 坨坨, I don’t expect forgiveness. I don’t even expect you to remember my name. But if you ever read this, I hope you know...
390058	sample_6343	6343	stop	4491	stray_token_坨	...ring, the air between them charged with the cold and the closeness. “坨 (Tuó),” she said, pointing to a pile of wet cement. “That’s the Chinese word for a lump. My dad taught me. He was a li...
390165	sample_6491	6491	stop	5009	stray_token_坨	...s an ocean. It can hold everything. **My Hopes and Dreams for You** 坨坨, I don’t dream of you being a doctor or a CEO or a famous artist—unless that’s what sets your soul on fire. I dream o...
390413	sample_6865	6865	stop	6590	stray_token_坨	...e eyes of a girl who had just seen a new world. A world of feeling. “坨,” she said, a single, perfect word in a language he didn’t know, but understood completely. *You.* A new card materia...
390627	sample_7148	7148	stop	9748	stray_token_坨	...ssed against her ribs. His eyes were wild, but his hand was steady. “坨’m not a hostage,” he whispered. “I’m the insurance.” Maya’s world tilted. *He’s one of them. A plant.* “The hard dri...
390635	sample_7220	7220	stop	7507	stray_token_坨	...head on his chest, feeling the steady, reliable beat of his heart. “坨I don’t want to calculate this anymore,” he murmured into her hair. “Then don’t,” she said, her voice muffled against...
390700	sample_7418	7418	stop	2758	stray_token_坨	...udent’s A+ paper. Zoom in on their face. They whisper to the camera: “坨坨坨… I used Hubble to write my syllabus.” *Text overlay:* “The circle of academic life.” 5. 🕰️ **The Time Traveler...
390761	sample_7572	7572	stop	1283	stray_token_坨	...**Subject:** Request for Similar Ads – Custom Cookies in Makati Hi, 坨I saw that the ad for custom cookies in Makati is no longer active. Could you please help me find similar active listin...
390793	sample_7317	7317	stop	11080	stray_token_坨	...ptable vs. Unacceptable Musical Choices." SARAH (Takes a sip of tea) 坨 We’re going to be the human equivalent of a cat being forced to take a bath. MAYA (Undeterred) Nonsense! We have pass...
390945	sample_7809	7809	stop	4037	stray_token_坨	.... I reached over and put my hand on hers. It was cold. I squeezed. “坨I don’t know how to do this,” I said, the words scraping out of me. She turned, and for the first time in months, she...
391006	sample_7672	7672	length	10844	stray_token_坨	...phor for the soul’s decay under feudalism. **MADISON** (Small smile) 坨It was… very committed. I’m Madison. **MICHAEL** I know. I mean, I know of you. I’m Michael. I’m a… person. Who acts....
391012	sample_7835	7835	stop	6943	stray_token_坨	...etter than the men selling their own flesh. But Elara spoke first. “坨 (Tā) has the map,” she said, her voice small but clear. She pointed a grimy finger at a huddled figure in the corner,...
391105	sample_7981	7981	stop	6636	stray_token_坨	...derstand the Shadow King, but he understood his friends were scared. “坨坨 will protect us,” he said, holding up the sword. “He’s a brave knight.” The journey into the Whisperwood was a desce...
391148	sample_8085	8085	stop	4761	stray_token_坨	...s a shard of glass, cut through the fog: *I will not remember this.* 坨I will not remember the sound of her breathing. I will not remember the weight of the rain. I will not remember the way...
391929	sample_9349	9349	stop	4758	stray_token_坨	...s is critical. A human will say "I don't know," "I have no idea," or "坨I'm not really into that." A machine that can answer any obscure trivia question perfectly is immediately suspicious. -...
391986	sample_9428	9428	stop	5209	stray_token_坨	...he was sharing it with the man who had taken that memory’s future. “坨 (Tuó),” Elias said, the word for a lump or a clod. “That’s how I feel. Like a lump of useless dirt.” David almost smi...
392734	sample_10607	10607	stop	4409	stray_token_坨	...erson I’d told. “You have a lease. You have a life. You have *me*.” “坨坨 (Tuotuo),” I’d said, using his childhood nickname, “I can’t keep pouring coffee for people who call me ‘sweetheart’ a...
392980	sample_10795	10795	length	12813	stray_token_坨	...Elara took my hand. Her fingers were cold, but her grip was strong. “坨 I’ll be here,” she said. “The shack will be here. The sea will be here. When you’re done, you can come back. Or you ca...
393197	sample_11317	11317	stop	5772	stray_token_坨	...d run from his father’s shadow so fast he’d forgotten to look back. “坨I don’t know him,” Leo whispered, the admission tasting like ash. “I never wanted to.” Elena reached across the table...
393288	sample_11401	11401	stop	7427	encoding_artifact	...wood with a small knife. He was humming a tune Elias didn't recognize�乐. The boy looked up and their eyes met. Elias froze. The boy’s eyes were sharp, intelligent. He didn't look afraid. H...
393298	sample_11468	11468	stop	5452	stray_token_坨	...ction 2: "We can't pay that much for this level."** - **Response:** *"坨I understand. However, I believe the scope of this role is broader than the standard level. For example, I am handling...
393336	sample_11625	11625	stop	2697	stray_token_坨	...paper, whispered from the shadows of the hallway. “You remembered.” 坨坨的拼音...
393434	sample_11633	11633	stop	7351	stray_token_坨	...pse. **Funniest Moment:** > **Jerry:** *(hiding behind a tapestry)* “坨子, I can’t be Hand of the King. I don’t know anything about ruling. I don’t even know how to rule a game of cyvasse!” >...
393505	sample_11848	11848	stop	5103	stray_token_坨	...‘spare parts.’ Like for a car.”* **Mr. Tanaka** (whispering back): *“坨 (tuó). It is a lump of spare parts.”* Hamish, desperate, grabs a spoon. “Look! The texture! It’s crumbly! Like a very...
393829	sample_12399	12399	stop	3181	stray_token_坨	...the picture she’d shown the stylist. She was on the verge of tears. “坨坨 (Tuótuó, a nickname for a mess),” she whispered, touching the back of her neck. Elias saw his opening. He could fix...
393920	sample_12539	12539	stop	2356	stray_token_坨	...m gonna… **PUFF** …and I’m gonna blow your house down. **(Verse 2)** 坨You built your walls with pride and spite You thought a lock would stop the night But I’ve been hungry since the fall A...
393955	sample_12387	12387	stop	11103	stray_token_坨	...ong enough. She had become part of the house, a sentinel, a warning. 坨I found the ritual chamber again. The black liquid in the basin was roiling now, bubbling like a cauldron of tar. The m...
394141	sample_12712	12712	stop	9807	stray_token_坨	...n had stopped, and the sky was a bruised purple. She didn’t flinch. “坨I needed to know if you were good,” she said, her voice flat. “If you were easily scared. You’re not. Good. Now, I’ll t...
394305	sample_13057	13057	stop	6870	stray_token_坨	...n him lift a whole clam chowder from a toddler.” Her lips twitched. “坨坨 (Tuó Tuó) would be proud.” “Excuse me?” “My cat. He’s a master of the five-finger discount, but only for tuna.” She...
394419	sample_13102	13102	length	9678	stray_token_坨	...，仿佛那里藏着宇宙的秘密。她叫玛雅，十五岁，是个孤儿。我手里的档案又厚又丑，承载着寄养家庭、失败安置以及最近一次持有冰毒指控的沉重分量。 坨坨翻译：我第一次见到她时，她穿着过大的连帽衫，紧握拳头坐在集体之家的路边。十一月的雨水把她的头发贴在了头皮上，她盯着排水沟，仿佛那里藏着宇宙的秘密。她叫玛雅，十五岁，是个孤儿。我手里的档案又厚又丑，承载着寄养家庭、失败安置以及最近一次持有...
394615	sample_13438	13438	length	10612	stray_token_坨	...and Chloe raise hands. Linda hesitates.* **LINDA** *(to camera)* 坨 I hate this. But I also hate moving. And the Wi-Fi thing is a dealbreaker. *She raises her hand.* **LINDA** Fine....
395052	sample_14321	14321	stop	3549	stray_token_坨	...lated starfish. I sighed and pushed it away. “It’s no use,” I said. “坨 (tuó) – it’s a mess.” Abuela picked up my lumpy creation. She didn’t scold me. Instead, she placed it next to her own...
395062	sample_14256	14256	stop	7141	stray_token_坨	...sad smile on his face. “You’re too late, Inspector,” Ashworth said. “坨I’ve already sold it. The buyer is a consortium from the East. They will use the alloy formula to build weapons. It’s a...
395276	sample_14494	14494	stop	10360	stray_token_坨	...she will never see me again.” Elara’s breath caught. “You… what?” “坨 (Tuó - A lump, a pile),” he said, using another of her grandmother’s words. “I was a pile of nothing before you. You t...
395372	sample_14604	14604	stop	12151	stray_token_坨	...adulterated wonder spread across his features. “You remember that?” “坨 (Tuó) – I’ve never forgotten,” I said, the Chinese word slipping out, a relic of my grandmother’s tongue. It meant a l...
395511	sample_15033	15033	stop	3984	stray_token_坨	...ves. “I don’t want your forgiveness,” Leo said, not looking at him. “坨 I want you to see this.” He gestured to the sorrowthorn. Its branches were bare, twisted, and gray. “I’ve been tending...
395620	sample_14953	14953	length	12607	stray_token_坨	...seen Giles in a t-shirt. It was more intimate than the sex had been. “坨 is a dumpling. I’m a guy. A guy who is currently experiencing a profound and slightly terrifying sense of… well, I don...
395804	sample_15418	15418	stop	6139	stray_token_坨	...can jump it!” said Zara, but she remembered the swamp and stopped. “坨 (Tuó) slow for me to jump,” said Maya. “Too wobbly for me to walk,” said Rumble, looking at the stones. Pip looked a...
395916	sample_15652	15652	stop	5255	stray_token_坨	...pee,” he said. “I’m Leo.” “Olivia.” He nodded towards the horizon. “坨It’s a trick, you know. The horizon. It makes you think you’re going somewhere, but you’re just on a very expensive, ve...
396086	sample_15866	15866	stop	6623	stray_token_坨	...silence between them was heavy with the question of what came next. “坨I don’t know how to do this,” Maya said, gesturing between them. “I don’t know how to be… not alone.” Liam stepped clo...
396165	sample_16137	16137	stop	1937	stray_token_坨	...oats on the breeze.” Prince Donkey wept, then brayed with rage, “坨 (tuó) of a plot! I’m stuck on this page! 坨 (tuó) of a script! I’m a prince, not a mule! 坨 (tuó) of a writer who ma...
396225	sample_16155	16155	stop	4486	stray_token_坨	...dibility and humor. He acts as a connoisseur of the female form. > *"坨坨 (tuó tuó) - that's Chinese for 'a lot'"* - This is a famous, quirky line. Snoop uses a Mandarin Chinese word (坨坨, wh...
396226	sample_16240	16240	stop	2101	stray_token_坨	...aid appeared, looking flustered. "Oh, dear! I'm so sorry!" she said. "坨 (Tuǒ) - I mean, I'm Elsa. I was practicing a new spell for a summer snow flurry back in Arendelle, and it must have go...
396899	sample_17321	17321	stop	3130	stray_token_坨	...t. And a bus ticket.” I paused, the risk crystallizing in my throat. “坨I’m leaving next week.” The silence that followed was heavier than the rain. He finally raised his eyes, and I saw the...
